connector	count
PLD1_RALBP1	1
LMNA_TRIB1	1
CFL1_CORO2A	1
DNMT3B_FHIT	1
PRKCA_PICK1	3
AGT_IFNG	1
PLAT_ADAMDEC1	1
MAP1B_STAU1	1
LEP_LIPF	1
TUBB2A_TUBG1	2
CDC25C_LZTS1	1
MST1_ST14	1
PRH1_PRB2	1
CRKL_PIK3CG	2
ARF6_ROBO4	1
VCL_CORO2B	1
ITSN1_SOS1	2
HMOX1_EIF2AK3	1
ADRB2_ARR3	1
MLANA_MYC	1
MYC_MYOD1	1
CDC42_SMAD7	1
CCKBR_GAST	5
DPRX_DUXB	1
GMFB_GMFG	4
RFC5_UBC	1
NCOR2_INPP5K	1
DPRX_DUXA	1
PRKCA_YWHAZ	2
CDK2_CACUL1	1
GOLGA1_GOLGA4	3
GOLGA1_GOLGA2	1
GOLGA1_GOLGA3	1
PRKCA_YWHAQ	2
PRKAR2B_FHOD3	1
FASLG_UBC	1
SETDB1_HIST4H4	1
AP2A1_GGA2	1
DYNLT1_HSPB9	2
PRH1_PRH2	2
CRYAB_RNU1-4	1
FOXP3_HIVEP3	1
ACE_UTS2	1
CASP4_RIPK2	2
BCR_CXCL12	1
APC_MIR135A1	1
BCR_YWHAB	1
DEFB1_HAMP	1
XG_XGPY2	1
IFNA7_IL2	2
DDB1_TP53	1
POLR2A_MAML1	1
HLA-DPB1_SKIV2L2	1
APOB_APOBEC1	2
CDKN1B_SKP2	48
CTNNB1_HIF1A	2
SYK_PIP5K1B	1
IFNA7_IL6	2
BIRC3_APOL3	1
HLA-DQA2_RAD50	1
COL4A6_HSPG2	1
KLK3_PLG	4
HDGF_MRPL13	1
H2AFJ_HR	1
TUBB2A_TUBB1	3
PHKA1_PRKCB	1
CTLA4_HLA-DPB1	1
DBP_HGF	1
COL3A1_PDE4D	1
GCFC2_MRPL19	1
GADD45A_XPC	1
CCNA2_POLR1E	1
H2AFX_WRN	2
FOXC2_PROX1	1
CCR4_FOSL2	1
ETS2_MYBBP1A	1
TLE3_TLE4	2
SART1_PHAX	1
CASP8_EIF2S1	3
NR3C1_HSD3B2	2
HDAC8_HIST4H4	1
HDAC1_PEX14	1
UBE3A_ATP10A	1
GLT8D1_ALG13	1
HCLS1_SYK	4
RIPK2_CARD11	1
RB1_ARID4A	3
STMN1_RB1CC1	1
NFKBIA_PIK3R1	1
TRAF1_TRAF5	16
TRAF1_TRAF4	5
HMOX1_LPL	1
ROCK1_ROCK2	21
TRAF1_TRAF6	14
RIPK2_CARD16	4
TRAF1_TRAF2	45
GTF2IRD2_GTF2IRD2B	2
TRAF1_TRAF3	32
PRKCB_GNB2L1	6
TRAPPC2P3_TRAPPC2P7	1
TPCN1_TPCN2	3
IL13RA1_STAT6	1
TRAPPC2P3_TRAPPC2P2	1
APOA1_VEGFA	2
IL11_KITLG	1
ASH2L_KDM1A	1
ID1_JUN	1
HSF1_TP53	2
F8_LRP1	6
CFTR_HLA-B	1
F8_LRP2	1
KIF5B_SNRPE	1
CD81_KIT	1
SPPL3_SPPL2C	2
CAV1_BBC3	1
BCR_YWHAQ	1
COL18A1_COL6A5	1
DEFB1_SPP1	1
ATM_RB1	1
TRAF1_TRADD	5
BCR_YWHAE	1
BCR_YWHAH	1
BCR_YWHAG	1
SMAD4_PTEN	3
AP1G2_AP3D1	2
BCR_YWHAZ	2
ALOX5AP_ROS1	1
FBL_NUFIP1	1
CPSF4_CPSF2	4
CPSF4_CPSF1	3
RPS6KA1_TBK1	2
REST_EHMT2	2
IGFBP4_IGFBP6	6
IGFBP4_IGFBP5	5
HLA-C_TGFB1	1
PRKCA_YWHAG	1
CPSF4_CPSF3	4
CST1_CSTP1	3
MAPK14_EIF2AK2	5
CST1_CSTP2	2
CKS2_FABP7	1
ADAR_CDC42	1
TAF2_TADA1	1
LHX1_LDB1	2
DLG1_LLGL1	1
TAF2_TADA3	1
CRKL_PIK3R2	2
MAP3K5_RB1	1
ATP5A1_AIMP1	1
NAT1_MPO	1
NKX3-1_SPDEF	2
SIGLEC6_PAPPA2	1
PKN1_HDAC5	1
XIST_H2AFY	1
CRKL_PIK3R1	7
KDM2A_HIST2H3C	1
REEP1_REEP3	2
REEP1_REEP4	2
REEP1_REEP6	2
TRAF1_TRAIP	1
MMP11_CTSF	1
DBP_HLF	1
PYY_PYY2	1
INPP4A_INPP4B	4
MFI2_PAK1	1
EMP3_HPN	1
CREB1_VRK1	1
TNF_IL27	1
TNF_IL20	1
PPFIA4_GIT1	2
TNF_IL22	1
HLA-B_PACS1	3
BCL9_BCL9L	2
LGALS3_SMN1	1
RAB11FIP3_PHF20	1
ADRB3_SERPINE1	1
DPYSL2_KIF5B	1
TGFB2_VEGFA	2
FGF7_PLAU	1
BRCA1_PRKDC	2
MAP2K2_KSR1	1
APOE_MME	2
HDLBP_XPOT	1
TNF_IL19	2
BMP6_GCNT2	1
CLTC_EHD3	1
XPA_XRCC3	3
UBE2D2_UBA6	1
XPA_XRCC1	4
MAPK1_SREBF2	1
MAPK1_SREBF1	2
CD40_CCL21	3
LRP2_RBP1	1
ACTB_HSP90AA1	1
GABRB3_AKAP5	1
NUMBL_EPS15L1	1
WFDC2_SPAG11B	1
CLTC_EHD1	1
RB1_ARID3B	1
BIN1_PLS3	1
CTSG_DEFA4	1
ORC6_MCM8	2
HTR5A_HTR5BP	1
TSPAN7_DENND4B	1
CST1_CSTL1	3
EPOR_SHC1	2
CRHR1_HPGD	1
CTNNB1_RBX1	1
SNX29_SNX20	1
OIP5_MIS18BP1	1
VAMP2_TRNAR1	1
SLC29A1_NT5C2	1
DDIT3_ETS1	1
LTA_TIRAP	1
BLM_POLD4	1
GAPDH_TP53	1
KIF11_WFS1	1
PI3_CCL2	1
SNX29_SNX32	1
SNX29_SNX31	1
SNX29_SNX33	1
RHOA_S1PR2	1
AGER_HLA-A	1
AGER_HLA-B	1
MDK_PTN	3
SIX1_CSRP3	1
DVL3_VANGL1	1
MZT2B_MZT1	1
CREBBP_POU3F2	1
MORF4L1_MORF4L2P1	1
MYO1B_MYO1A	1
MYO1B_MYO1C	2
LBP_RPS21	1
PTPN9_STX6	1
AP1S1_HLA-A	1
UBE2K_TP53	1
PDHA1_PDHX	2
CEBPB_ITGA5	1
RHOB_ITGA5	2
ELF3_CCL20	1
RHOB_ITGA3	1
EGFR_SHC3	2
EGFR_SHC1	22
EGFR_SHC2	1
FASLG_LYN	1
PDHA1_PDHB	5
SNX29_SNX18	1
GABRA1_GRIN2B	1
MAD1L1_HBP1	1
CDC37_PINK1	1
YWHAH_NRBP1	1
STAT5A_FOXP3	1
TNS3_PLXDC2	1
BRCA1_UBB	1
CDC25A_BOLL	1
BRCA1_UBC	2
NOX1_NOX5	2
ZW10_SCFD1	1
HDAC1_INSM1	1
NOX1_NOX4	11
GRB10_INPP4B	1
NOX1_NOX3	5
TSNAX_TSNAX-DISC1	2
ARSB_MMP9	1
MKI67_NIFK	3
PDHA1_PDK4	3
CD44_JUN	1
SS18_MLLT10	1
CNTF_DRD4	1
GGTLC2_GGTLC1	1
NFKB1_LIPG	1
FGFR1_ARHGEF10	1
PDHA1_PDK3	4
PDHA1_PDK2	3
PDHA1_PDK1	4
CETP_CCR2	1
SREBF1_HSD17B12	1
VHL_NAA10	1
SNAP25_DYNLL1	1
FCER2_REL	1
ADM_NPPC	1
ADM_NPPA	3
NTRK2_FRS2	1
NTRK2_FRS3	1
CD28_SKAP2	1
GTF3C1_RUVBL2	1
TOP3B_FBLN5	1
GTF3C1_RUVBL1	1
PEX13_PEX11B	2
MSH2_TOP2A	1
HLA-DRA_HLA-DRB5	14
DCLK1_ZFYVE16	1
HLA-DRA_HLA-DRB4	11
HSPA1A_SELENBP1	1
HLA-DRA_HLA-DRB1	38
RIPK1_RIPK3	4
HLA-DRA_HLA-DRB3	11
SUMO2_UBE2I	4
RIPK1_RIPK2	1
HLA-DRA_HLA-DRB9	3
GJB3_SLC12A2	1
ENAH_FMNL3	1
TP53_USP11	1
GUCY2D_AIPL1	2
TP53_USP10	1
CBL_ASAP1	1
PAK1_CRIPAK	1
ADORA2B_SLC9A3R2	1
HBEGF_IL13	1
CYP11A1_EP300	1
GAPDH_TP63	1
CYP7A1_FOXO1	1
VAMP4_PACS1	1
IGLL1_VPREB3	1
IGLL1_VPREB1	4
HSP90AA1_RAC1	1
ARRB1_USP33	1
FCGR2A_TLR2	2
FCGR2A_TLR4	3
CA2_CA5AP1	1
ESRP1_PROM2	1
PIAS3_NCOA2	1
FAM19A3_FAM19A1	1
FCGR2A_TLR9	1
CEBPB_MMP1	3
FAM19A3_FAM19A2	1
COL1A2_CYP11B2	1
IL6ST_PLAU	1
TGFB3_ASPN	1
TIMP3_TIMP4	1
MEF2C_GNA13	1
ERBB2_IGKV2-26	1
IL6_NBN	1
INS_RB1	2
CHKA_PCYT1A	1
MMP12_TFPI	1
RB1_CCNA1	2
NME2_MOB4	1
INIP_NABP1	3
INIP_NABP2	4
SNTA1_UTRN	3
UBE2I_GMEB1	2
SMAD3_PRDM16	1
UBE2I_GMEB2	1
CYP2B6_DRD2	1
APOE_LTA	1
GIMAP4_GIMAP1	3
UBC_BRE	1
ERBB3_ILK	1
BCL2_CYC1	4
PSTPIP1_WASF2	1
ADAM10_HCK	1
IL17A_IL17RC	1
MYC_DKK1	1
APOA4_PON1	1
APOA4_PON2	1
PHKG1_CTRC	1
MAPT_APBA3	1
HNF1A_TLE1	1
ULK1_RPTOR	1
IFNG_MBP	1
HNF1A_TLE2	1
TRIM21_IKBKG	1
ILF3_MPHOSPH6	1
ILF3_MPHOSPH9	1
HNF1A_TLE4	1
ILF3_MPHOSPH8	1
S100A7A_S100A7L2	1
RB1_CCNE2	1
NCAN_CNTN2	1
MYOC_OPTN	12
ETV4_EZH1	1
CELSR2_MMAB	1
S100P_S100Z	1
MAD2L1_ADAM9	1
MYOC_OPTC	1
LMNB1_TMPO	2
HDAC3_CBFA2T2	1
ERBB3_IL2	1
ALDOA_HIRIP3	1
GIMAP4_GIMAP5	3
PNPLA5_PNPLA10P	1
GIMAP4_GIMAP6	3
GIMAP4_GIMAP7	3
GIMAP4_GIMAP8	3
MAGI2_DLL1	1
AKT1_IGF1R	4
KPNB1_KPNA2	39
KPNB1_KPNA6	17
KPNB1_KPNA5	14
KPNB1_KPNA4	16
KPNB1_KPNA3	16
FMO1_SASH3	1
PLAU_TIMP1	1
CEBPA_TFAP2A	1
KPNA2_UBR5	1
CD2_NFKB2	1
CD2_NFKB1	1
IL17A_IL17RA	7
KLK3_UBC	1
HSP90AA1_RAF1	6
HOXD9_PBX1	2
MTX1_DNAJC11	1
COPE_PLA1A	1
PPARGC1A_GPR125	1
SKAP2_TRAT1	1
SMAD3_LEF1	2
BET1L_VTI1A	1
PAX3_POU3F2	1
BIRC6_EXOC4	1
CD82_KAT5	1
GSK3B_VEGFA	3
AGA_UBBP1	1
FANCC_FANCD2	6
SNAP25_DYNLT3	1
B4GALT4_B4GALT3	2
TRIM68_OR52I1	1
B4GALT4_B4GALT5	1
B4GALT4_B4GALT6	1
SNAP25_DYNLT1	1
CALM2_PCNT	1
ABHD2_ABHD3	1
S100A7A_S100A7P2	3
GADD45B_TGFBR1	1
MUC5AC_TRAF6	1
ABHD2_ABHD1	1
BCL2_DYNLRB1	1
CCKAR_TPH2	1
GANC_GBA2	6
CD19_FYN	1
GANC_GBA3	6
ASS1_NMRAL1	1
CEBPB_NKX2-1	1
GRIN2B_ARHGAP32	2
CDA_SLC29A1	1
FASLG_MAX	2
AKR1C1_OGG1	2
AR_PRKD1	2
FGFR1_NFASC	1
PLIN2_ARF1	1
GRM2_HTR2A	2
ANGPT2_MAPK1	1
TADA2A_XRCC5	1
ANGPT2_MAPK3	1
AR_PRKDC	2
BTF3_BTF3P11	1
HOXD3_HOXD12	2
HOXD3_HOXD11	3
BTF3_BTF3P13	1
HOXD3_HOXD10	4
BTF3_BTF3P12	1
HOXD3_HOXD13	1
STAT3_NCOA1	3
ANXA1_EVPL	1
HSP90AB1_YIF1A	1
EIF4H_WBSCR2	1
STAT3_NCOA3	1
EPCAM_WNT1	1
PTPN14_XRCC1	1
CDK1_POLR2A	1
PIAS1_FADD	1
CDC42_OPHN1	2
BMP6_SMAD1	1
BMP6_SMAD3	1
BMP6_SMAD6	1
CD3G_FCGRT	1
BMP6_SMAD5	2
LAMTOR5_RSF1	1
BMP6_SMAD7	1
GDAP1_PRX	2
IGF2R_GGA1	2
RALGDS_CRTC1	1
GABRR2_UBE2J1	1
HLA-DPB1_HLA-DPB2	2
IGF2R_GGA2	3
STX6_SLC9A6	1
IGF2R_GGA3	2
TAS2R60_TAS2R6	1
AKT1_JAK1	1
AKT1_JAK2	2
EFEMP1_ROBO1	1
APOE_LPA	4
APOE_LPL	63
BLM_PRKAR1A	1
ITGAM_SYK	1
ALOX5_TP53	2
PIN1_RAF1	1
HLA-DQB1_BTNL2	1
LMO2_ELF2P1	1
JAK2_ASXL1	2
B2M_HFE	5
MTHFR_EXO1	1
CREBBP_RFC1	1
HLA-DQB1_KIR2DL3	2
HLA-DQB1_KIR2DL2	1
HLA-DQB1_KIR2DL1	1
CD44_KDR	1
BRCA1_TNR	1
MYL2_CSRP3	1
IFNG_MIF	2
IL2_AFF3	1
LMO2_ELF2P4	1
LMO2_ELF2P3	1
GHR_MTNR1B	1
LMO2_ELF2P2	1
RAD51_RUVBL1	1
ERBB3_SUOX	1
APOC1_ATP8B4	1
HNF4A_ABCB1	1
DIAPH1_RAC1	2
CMA1_PPBP	1
MAPK3_SYN1	1
HDAC6_UBD	1
CD8A_BCL2L11	1
RELA_CARM1	3
CSF2_CCL11	2
RALB_CXCL12	1
CD44_PDCD4	1
CALM1_MYLK2	1
AKT1_EIF4G1	1
DRD3_EDNRA	1
DRD3_EDNRB	1
ESR1_TFF1	7
CDH13_WFDC1	1
BDNF_PLD2	1
GPX1_GPX4	13
GPX1_GPX5	4
GPX1_GPX2	7
DUT_MBD4	1
GPX1_GPX3	6
TRIM32_DTNBP1	1
RDX_VIM	1
LMO2_LHX2	1
GPX1_GPX6	4
B4GALT4_B4GALT2	2
GPX1_GPX7	4
LMO2_LHX3	3
RFC3_TRIM16	1
MYO5B_TSPAN8	1
PTHLH_PTH1R	9
KRT7_LOXL2	1
MAP3K7_MAVS	1
NEDD9_SH2D3C	1
PLN_SLC35F1	1
PSMG1_C6orf106	1
APBB1IP_ENAH	2
ANXA2_ENO1	1
LINC00529_SLC35G5	1
AKT1_PREX2	1
AKT1_PREX1	1
CYP3A4_PTGS2	1
MMP17_ADAM17	1
PTHLH_PTH2R	1
CGB_PPARG	1
TARBP2_PRKRA	3
PPP3R1_PPP1R1B	1
CLNS1A_SNRPD1	2
BACH1_FAM175A	1
PLAUR_LRP1B	2
LAMC1_PTK2	1
ESR1_MMS19	1
CRHR1_TACR1	1
HNF4A_ABCC8	2
CLNS1A_SNRPD2	1
CLNS1A_SNRPD3	2
HCK_PAK2	1
CCR7_HIF1A	1
BAX_HMOX1	1
DR1_NFIL3	1
MGLL_NAAA	1
S1PR4_GNA13	1
SNORD3B-1_SNORD13	1
CLC_DSG3	1
LPP_HMGA2	6
F2RL3_GNA13	1
STAMBP_COPS5	1
ALDOB_ATP6V0E1	1
GAPDH_TPI1	1
POU5F1_POU5F1P3	2
NDUFS1_NDUFV1	1
POU5F1_POU5F1P4	1
AVPR1B_PRKCA	1
AZF1_KDM6A	1
E2F5_RBL2	6
E2F5_RBL1	6
CD4_NFKBIA	2
MLLT1_MLLT10	1
MAP3K5_UBC	1
CCR5_MMP9	3
MUC2_MUC6	8
GSTT1_OGG1	4
MUC2_MUC4	4
HIF1A_AIMP1	1
MUC2_MUC7	3
MUC2_MUC8	1
CSN2_BICD2	1
ADRB1_SLC6A2	1
HMOX1_MPO	2
ABO_ADRA2A	1
SLC36A1_SLC36A3	2
UBC_COMMD1	1
NSF_SCFD1	1
CDC42_EGFR	1
NDUFS1_NDUFS7	1
PHLDA2_TSPAN32	1
HES1_MAOA	1
YWHAZ_YWHAQ	26
NDUFS1_NDUFS4	2
CXCR2_ST13	1
CRMP1_ZBTB16	1
APOE_LHB	1
HSP90AA1_RARS	1
PRDM1_ESR1	1
ASS1_IL1B	1
HES1_MAP2	1
SLAMF1_CLEC4M	1
IL6_MPO	5
CDKN1C_MYBL2	1
SLC6A8_SGK3	1
CXXC5_ASXL1	1
HCLS1_YWHAB	1
MT1G_HSPB6	1
CDKN1A_PRKAA1	1
BAX_MFN2	1
EIF4H_CLIP2	1
HDAC2_KDM4B	1
HDAC2_KDM4A	1
COL4A1_IGFBP7	1
COL1A1_PTGER2	1
SKIV2L_NELFE	3
GNAI1_HRH1	1
TRGJP_TRGV5P	1
AKT1_PDCD4	1
SUMO1_NIN	1
GNAI1_HRH4	1
CASP1_CARD18	2
HCLS1_YWHAQ	2
ARMCX1_ARMCX3	1
ACTG1_IL1B	1
ARAF_RPL5	1
PHB_TUBB2A	1
TRAPPC2P5_TRAPPC2P7	1
CHRNA4_DRD4	2
ERBB2_F2RL3	1
CD70_VEGFA	1
AGTR2_RAP1GAP	1
PRKCA_DGKZ	2
ATF4P1_OR3B1P	2
SPTAN1_SYN1	1
ACTA1_KIF23	1
MRAP_MRAP2	3
HLA-DQB1_KIR2DS2	1
ACTL6A_TRRAP	3
IGF1_MSH2	1
E2F1_RHOBTB2	1
TRAPPC2P5_TRAPPC2P4	1
TRAPPC2P5_TRAPPC2P3	1
AKT1_CSNK1A1	1
TRAPPC2P5_TRAPPC2P2	1
MMP7_PTK2	1
BTBD2_SLC35A4	1
SNORD3B-1_SNORD3A	2
DLGAP1_ZMYND11	1
MXI1_MYCLP1	1
SMAD9_SMURF1	1
GTF2A1_IL1B	1
AP2M1_INPP5D	1
CSNK2A2_NAP1L4	1
PRKCA_DGKD	1
PDHA1_PDP1	1
ATF7_ATF5	1
ERCC3_NPM1	1
CST1_CST11	3
APOE_LCT	1
KIT_STAP1	1
CYP1A1_OGG1	3
STAT1_HTATSF1	1
SNORD3B-1_SNORD3D	1
ALDH3A1_PON1	1
SNORD3B-1_SNORD3C	2
ACOT11_ACOT12	1
CCND1_KLHL2	1
CASP1_CARD16	5
CASP1_CARD17	1
FHL2_TP53	1
HDAC2_KDM1A	6
IL9R_TIMP1	1
ABCD1_PEX3	1
SMC1A_STAG3	2
SMC1A_STAG1	1
SMC1A_STAG2	2
BDNF_PLAT	2
UNG_MBD4	1
JUN_MIR21	1
ABL1_SNX18	1
EHD1_EHBP1	1
BACE2_NAPSB	1
SNAP25_GOSR1	1
RHOA_TLR3	1
HTR2A_TPH2	14
HTR2A_TPH1	22
COPB1_ABI2	1
RHOA_TLR2	2
HDAC2_GATAD2A	1
JUN_BRD8	1
HDAC2_GATAD2B	2
CSF2_HRH1	1
MTNR1B_OXT	1
CRHR1_CRHR2	18
HIST1H1B_PPP1R8	1
AKT1_MAPKAPK2	1
RAB21_RABGEF1	1
EEF1A1_HSD17B11	1
AOX1_UTRN	1
ITGAV_THBS1	3
TP53_SHFM1	2
GSTA1_PKHD1	1
KRAS_PENK	1
ESR1_GJA1	1
CD2_SH3KBP1	4
CD99_XG	1
NFKB2_MAP4K4	1
IFNG_MX1	2
PGM5_UTRN	2
UBC_CUL4A	1
C1QBP_SRSF9	1
RFC5_RPA1	3
GNAI1_HRAS	1
AKT1_AHNAK	1
GAB1_PTPN18	1
GAB1_PTPN11	16
C1QBP_SRSF1	5
PAFAH1B1_DYNLRB1	1
STARD13_N4BP2L1	1
CFL1_PAK1	1
KIT_STAT1	2
ANXA2_TCF3	1
OR9I2P_OR5J1P	1
IFNG_MYC	1
SYK_GAB2	1
HLA-B_OAS1	1
NPPC_CORIN	1
FABP2_LPL	3
OXTR_SHBG	2
KIF2A_MIR183	1
TP53BP2_PSRC1	1
BCL2L1_RBX1	1
RHOA_ITSN1	1
IL1R1_TGFB1	1
NCOA6_ZNF335	1
TNFRSF11B_PPARG	4
MDH1_MDH2	2
AGT_HSD11B2	1
GH1_IRS1	2
ARF6_INPP5E	1
EPHA2_EPHA1	4
CLK1_IRS1	1
CDH2_TWIST1	1
EPHA2_EPHA4	2
EPHA2_EPHA3	1
LIMK1_STUB1	1
HSPA6_HSPA14	2
SMARCA4_THRB	1
CDK1_NFKB1	1
CUL4A_SMURF2	1
XRN1_DCP2	1
SNX14_ARHGAP33	1
IRS1_SOS1	1
SAP30_BRMS1L	1
CDC42_NME1	2
EPHA2_EPHA5	3
EPHA2_EPHA6	1
EPHA2_EPHB1	2
H2AFY_PRDM13	1
GPX1_PPARG	1
ADAM10_IL6	1
GPX2_PTGES	1
IL6_MDK	1
EPHA2_EPHB4	1
HSPA2_IL1R1	1
PRSS8_SNAI2	1
IL17A_CCL5	1
ATP6V1C1_ATP6V0A2	1
ELK4_JUN	2
EP300_KCNA2	2
MORF4L1_MORF4L1P3	1
MORF4L1_MORF4L1P1	1
MORF4L1_MORF4L1P2	1
DVL2_F2RL2	1
SLAMF1_SLAMF7	1
SLAMF1_SLAMF6	1
NSF_GABARAPL2	2
TAS2R62P_TAS2R42	1
MMP7_PTEN	1
HIST1H1A_HIST2H2BE	3
ATP6V1C1_ATP6V0D1	1
FOXL2_FST	1
GABRB1_BSN	1
MYBBP1A_GRIP1	1
MST1_IL23R	2
ARRDC3_ARRDC4	1
SLC18A1_SIK3	1
CDK4_SMAD3	1
CDK4_SMAD2	1
IL1B_RLN2	1
GABRR2_MAP1B	1
ELK3_ELK4	5
ATF3_GADD45B	1
MAPK1_THBS1	1
GZMB_LMNB1	1
TGFBR1_TRAP1	1
ABL2_ABI2	1
NDUFA9_NDUFA13	1
BAD_MIR15A	1
ABCB1_SCN1A	1
STAT3_TWIST1	1
PRKCD_HABP4	1
KCNAB1_KCNMB4	1
NEK2_ZWILCH	1
H2AFY_CROCC	1
PARP1_AGTR2	1
MARCKS_EZR	1
HCLS1_LYN	4
PCNT_DISC1	3
LYN_CHST15	1
CDK1_SREBF1	1
LRP2_MAGI1	1
FASLG_MYC	2
GOLT1B_GOLT1A	1
CNOT2_CDK11A	1
APBB1_OLR1	1
MIR17_MIR19B1	1
FHL5_CREB3L3	1
SNRNP70_RNPC3	1
CAMK2B_ITGB2	1
CAMK2B_ITGB3	1
IL18R1_IL1RL1	3
PCNA_SUB1	1
MAP2K1_BRAP	1
RAC1_CDC42BPG	1
CCL15_CREB3	2
JAK1_MAPK3	1
MSH4_DMC1	2
CDK9_PIN1	1
JAK1_MAPK8	1
IGF1R_YWHAZ	1
FKBP5_HSPA4	1
RAC1_CDC42BPA	1
FKBP5_HSPA8	1
CDKN1A_FKBPL	1
L1CAM_TSPAN7	1
CDKN1C_CDV3	1
CDCA3_CDCA5	1
EEA1_IQSEC1	1
CDCA3_CDCA2	1
MDM2_TFAP4	1
CDCA3_CDCA7	1
TNF_CD209	1
RBBP4_SUZ12	4
TIAM2_PARD3	1
CCL2_TLR4	3
JAG1_DLL1	14
CCL2_TLR2	1
HNRNPU_SIRPA	1
TTLL1_TTLL7	1
TTLL1_TTLL6	1
TTLL1_TTLL9	1
CYP1A2_PTGS2	1
TTLL1_TTLL8	1
JAG1_DLL4	3
JAK2_HES5	1
TTLL1_TTLL3	1
TTLL1_TTLL2	1
BDNF_HAP1	1
CALM2_ESR1	1
RN7SL1_RN7SL7P	1
PROS1_PSAP	1
SHC1_GRAP	1
GABRB3_ARFGEF2	1
TGFB1_TGFB1I1	3
SH3GL3_SH3GL1P3	1
MARCKS_MUC1	1
JAG1_DLK1	2
STAR_CCHCR1	1
ARHGAP35_TEK	1
CASP3_TNFRSF10B	2
ALPI_ALPL	3
CDA_SLC28A3	1
CDA_SLC28A2	1
CDA_SLC28A1	2
ALPI_ALPP	5
DMP1_PHEX	2
ACTA1_SPTA1	2
RN7SL1_RN7SL6P	1
APC_HGF	1
CDC123_ADAMTS9	3
APC_SFRP1	1
APC_SFRP2	1
VIM_PPP6R3	1
ADRB1_CAV1	1
GSTM1_HPRT1	1
VIM_PPP6R1	1
VIM_PPP6R2	1
HTATIP2_DIABLO	1
RASL11B_ARL10	1
IL6_JAK1	1
RN7SL1_RN7SL5P	1
HOXC9_RASSF1	1
IL6_JAK2	2
SUV39H1_HIST1H3A	1
FOXP3_MIR31	1
EGFR_SGK1	1
MCM7_HIST3H3	1
AP2A1_DPYSL2	1
SH3GL3_SH3GL1P2	1
SH3GL3_SH3GL1P1	1
SUV39H1_HIST1H3F	1
STAT4_PTPN22	1
ACTN1_SMC3	1
NCOR2_CITED2	1
CD1D_IL4R	1
APOE_SCARB1	9
FTH1_SH3D19	1
MDM4_TP53BP2	1
KMT2A_CASC5	2
RN7SL1_RN7SL4P	1
LILRP1_KIR3DL3	1
MTHFR_PROCR	5
FOXP3_MIR21	1
INS_INS-IGF2	2
VN1R3_VN1R5	2
VN1R3_VN1R4	2
KCND3_KCNIP2	4
YBX1_TGFB1	1
SLC9A1_SLC9A3R1	1
CEBPE_GATA1	1
FREM3_FREM2	1
MEF2C_TCF3	2
EIF2A_PPP1R1B	1
PDC_UBE2I	1
SULT1A1_GALNT4	1
IGFBP6_TF	1
TGFBR1_TRAF6	1
IL6_MIF	5
CDK4_MAPK8	1
MAP3K5_TXN	7
ERBB2_NME1	2
POLH_POLD3	1
GAD1_PRKACA	1
CNTF_LIFR	2
ITGB3_PTK2	9
JUN_MAPK8IP3	1
KNG1_KRT1	2
SMARCB1_TNIP1	1
NCOR2_RBM15	1
CALU_THBS1	1
RGS4_DTNBP1	5
IFNB1_TGFBR2	1
MMP7_PLG	3
ARRB2_GSK3B	1
GAPDH_TPPP	1
TAS2R62P_TAS2R18	1
PRKG1_SEPT3	1
RBX1_COPS5	1
GSK3A_GSK3B	35
MAP2K7_ARHGEF18	1
ASCL1_RET	1
RN7SL1_RN7SL8P	1
CTSB_TCF7L2	1
MAPK1_ATF6	1
HIST1H3A_HIST3H2BB	1
C5_RSBN1	1
HIF1A_MIR17	1
JAK2_PPIA	2
TFCP2_GRHL2	1
TFCP2_GRHL1	1
GRB10_PLCG1	1
KRAS_PDK1	1
STX4_VKORC1	1
RAN_SREBF2	1
OSBPL3_OSBPL7	1
OSBPL3_OSBPL6	2
OSBPL3_OSBPL5	1
NPM1_YBX1	1
MAP4K3_SH3GLB1	1
ERCC3_MED23	1
IL6_LTB	1
ERBB2_PDGFRB	1
CD44_LCK	2
IL6_LTA	30
MAPK9_MAP2K4	7
MAPK9_MAP2K7	6
MAPK9_MAP2K6	1
QKI_KHDRBS1	1
MAPK9_MAP2K1	1
C1R_TFCP2	1
QKI_KHDRBS3	1
MAPK9_MAP2K3	1
QKI_KHDRBS2	1
GIPC1_TAX1BP3	1
ATP7B_NPC1	1
RHOB_RAC1	1
BAIAP2_NCKIPSD	1
LTA_TUBA4A	1
AP2A2_ARF1	1
THBS1_PRMT6	1
IL6_RETN	2
SNAP25_CPLX2	3
SNAP25_CPLX1	4
DYNC1H1_CLIP1	1
ZBTB16_NCOR1	2
ALDH2_MAOA	1
IL2RA_TNFAIP3	1
ZBTB16_NCOR2	5
OPA1_OPTN	1
ESR1_TGFA	1
GPX2_PTGS2	2
PTBP1_CSTF2T	1
TPM3_TTC9	1
NOV_POLR2L	1
IGFBP5_MN1	1
GSTT1_RAD51	3
ANXA11_HMOX1	1
KIF27_SLC9C1	1
SLC1A1_SLC1A3	5
SLC1A1_SLC1A2	3
SLC1A1_SLC1A6	2
SMAD3_TRIM33	1
CTNND1_CASK	2
INS_SST	1
KMT2A_PACSIN2	1
ALDOB_ATP6V1E1	1
RCC1_VRK2	1
RCC1_VRK1	1
NAA15_NAA11	1
RCC1_VRK3	1
MTHFR_PROS1	1
ACTB_THRA	1
ERBB3_INS	1
HCLS1_HAX1	1
NCOA2_POLR1B	1
