connector	count
S100B_MIR16-1	1
NUP85_CCR2	3
GNAS_RELA	1
SCARNA6_SCARNA12	1
NSF_RAB1A	1
PLIN3_LGALS13	1
DAZL_POLG	1
CDKN2B_PPARG	6
SRSF9_NOL3	1
ACTB_PFN1	3
ACTB_PFN2	1
ZNF74_TRIM24	1
PPARG_CAPN10	6
URB1_PAXBP1	1
EEF2_PPP2CA	1
CASP8_MEFV	1
ACTG1_GSN	2
ATF4_DDIT4	1
ATF4_DDIT3	4
ZNF74_TRIM28	1
H3F3B_SMARCA1	1
OR6C2_OR4Q3	1
SERPINB2_RB1	2
H3F3B_SMARCA5	1
RHOA_RICTOR	1
POU2F1_CREB3	1
HNF4A_NCOA6	1
HNF4A_NCOA3	2
HNF4A_NCOA1	3
HNF4A_NCOA2	2
ANGPT1_TIE1	4
CDKN2A_NKX2-1	1
ADRB1_GOPC	2
HSPA1A_DNAJB1P1	1
MSH2_MMRN1	1
EDN1_CCL2	1
RILPL2_RILPL1	1
HLA-DQB1_USP9Y	1
ARF1_ARPC2	1
AKT1_THRB	1
ALAS1_FOXA2	1
ARF1_ARPC3	1
HMOX1_VEGFA	8
CD44_PRKCE	1
NOTCH1_ROCK1	1
NOTCH1_ROCK2	1
ACTB_LMOD1	1
CD44_PRKCA	1
TRIP4_ASCC3	1
TRIP4_ASCC2	1
SLC1A2_SLC9A9	1
CDK5_CDKAL1	1
ZNF7_ZNF274	1
AGTR2_ERBB3	1
HMGA1_RARG	1
ACE_MAPK8	1
TRIP4_ASCC1	2
JAK2_CXCL12	1
SDC4_ST14	1
XPO6_ENAH	1
PAK1_RAF1	7
HSPB2_UBL5	1
FN1_TAC1	2
CAD_SRC	1
KCNJ8_ABCC9	10
HLA-DOA_HLA-DRB1	1
KCNJ8_ABCC8	4
CDKN2A_TBX3	1
CACNA1S_SRI	1
MAPK1_WNT3A	1
HELZ2_KCTD13	1
SMAD4_RBPMS	1
NF2_SOS2	1
GSTM1_TP53	30
HTT_HSPA8	1
PAK1_RAC3	1
PAK1_RAC1	24
NF2_SOS1	1
HPN_SERPINB5	1
HTT_HSPA4	1
IFNG_SLC26A6	1
TNFRSF11B_SPP1	4
VIPR1_VIPR2	6
TOPBP1_MCM10	1
ALDH9A1_GABRA3	1
ALDH9A1_GABRA4	1
PLK1_FBXO5	4
F10_TF	1
NTRK1_TNFRSF1B	1
NTRK2_RGS5	1
CUBN_RABGAP1	1
NTRK2_RGS1	1
THRAP3_MED16	1
HTT_HSPB8	1
BRAF_YES1	1
GHSR_ADIPOQ	1
RUNX2_FGF2	2
THRAP3_MED13	2
THRAP3_MED12	2
DHPS_EIF5A2	2
CALM1_TUBA8	1
SPPL2B_HM13	3
BDNF_SORL1	1
HELZ_NKX2-8	1
IRF3_TRIM21	1
ERAS_LCK	1
CLN3_HOOK1	1
SMAD3_TFAP2A	1
RAB5A_SDC1	1
GALNT3_MUC1	1
IMPA2_ME2	1
TRGJP_TRGV7	1
TRGJP_TRGV8	1
TRGJP_TRGV6	1
ETV5_SH2B1	2
MAPK8_CX3CL1	1
TRGJP_TRGV3	1
RET_SDHB	14
SLC22A13_EXOG	1
TRGJP_TRGV1	1
RET_SDHD	14
IRF2_PTBP2	1
TRGJP_TRGV2	1
RET_SDHC	6
TFE3_TFEC	4
IRF7_TRAF6	3
ITGB3_THBD	1
TFE3_TFEB	2
CCR4_CCR10	2
TLX1_C1orf27	1
NCOA1_ASXL1	1
IRF7_TRAF2	1
IRF7_TRAF3	1
F10_SERPINA10	5
GZMB_GNLY	1
SMN1_SRSF9	1
EDN3_SPP1	1
CDH1_KCNH5	1
STIP1_CDC37	2
CAV1_F3	1
JAKMIP2_TAOK3	1
CAV1_F2	1
FASLG_PTGS2	1
CSF2RB_SHC1	2
IL15RA_IL21R	1
IMPDH1_PRPF31	1
FURIN_TGFB1	4
PTK2_SELE	1
NOTCH3_SHC1	1
BCAM_MMP14	1
SH2D1A_ICOS	1
RAB11A_RAB25	2
FCGR3A_TNF	5
FLNB_ARHGEF3	1
PPP6R1_ANKRD28	1
CRMP1_EGFR	1
HNRNPM_MRPS12	1
BHLHE22_OLIG1	1
CYP21A2_HLA-DQA1	2
GSK3B_PER1	1
GSK3B_PER2	1
GSK3B_PER3	1
KRAS_MAPK1	3
KRAS_MAPK3	3
PSMD1_RPN2	1
PDGFRB_PRDX2	1
CCNA2_IFNG	1
PSMD1_RPN1	1
RUNX1T1_KIT	2
FASLG_PTH1R	1
NFKB1_CELA3B	1
SUV39H1_AURKB	1
KARS_SOD1	1
S100A8_DIABLO	1
LYN_BLNK	4
IL9_JAK1	1
AXL_PLCG1	1
CYP2C9_UGT1A6	5
CYP2C9_UGT1A1	3
IKBKB_NLRP2	1
CYP2C9_UGT1A3	1
NEDD4_N4BP3	1
NEDD4_N4BP2	1
SLC12A1_BSND	1
CYP2C9_UGT1A9	1
NEDD4_N4BP1	1
E2F3_KIF14	1
IL9_JAK3	1
TP53_SCRIB	1
MMP13_RECK	1
MGST2_MGST3	2
NR3C1_THRB	4
NR3C1_THRA	4
AKAP8L_RNF43	1
HFE_PPARGC1A	2
PROX1_NR2F2	2
FURIN_MERTK	1
ANXA2_ANXA2P1	1
ANXA2_ANXA2P2	2
ANXA2_ANXA2P3	1
XRCC6_PRKDC	33
CKM_HIBADH	1
MADD_MAP3K2	1
NPM1_MED4	1
RNU7-86P_RNU7-24P	1
RCAN1_HDAC9	1
ACTG1_EZR	2
F11R_RAPGEF6	1
SP100_PIAS1	1
CHGA_CSH1	1
NPAS2_RXRA	1
AP1G1_AP3M1	1
EFNB1_NCK2	1
APAF1_CASP3	6
DIAPH1_ESPN	1
APAF1_CASP4	1
ITGB3_TGM2	1
APAF1_CASP1	1
APAF1_CASP7	2
GSTM1_TPMT	4
HRAS_PFN1	2
APAF1_CASP8	3
APAF1_CASP5	1
MED16_MED10	1
HDAC1_SUDS3	2
APAF1_CASP9	22
CTLA4_IFNG	10
CHEK1_TLK2	1
ITGA2_VCL	1
RXRA_ITGB3BP	1
BAG1_BAG3	1
BAG1_BAG2	1
BAG1_BAG5	3
BAG1_BAG4	1
CHEK1_TLK1	2
CD4_PTPRC	5
CDC42_SERPINB5	1
NOTCH1_PTGS2	2
RXRA_TAF7	1
DDB1_XPC	2
LYPD3_AGR3	2
BUB3_MAD2L2	2
FLI1_TGFB1	1
UBE2D1_BRE	1
CSMD1_NAALADL2	1
RXRA_TAF1	1
TGFB1_SOST	1
GSTZ1_SLC2A2	1
HNF4A_NCOR2	1
CA14_SLC26A6	1
BMP2_TGFBR3	1
BMP2_TGFBR1	1
RASA1_GNB2L1	1
MSN_PALLD	1
CDC42_SERPINA5	1
CTNNB1_FZD9	1
PRKCD_GNB2L1	3
XRCC6_SIRT1	1
CTNNB1_FZD3	1
XRCC6_SIRT6	1
CTNNB1_FZD1	2
IGF1_TGFB2	1
TNFSF13_TNFRSF13B	13
CFTR_CYP21A2	1
IGF1_TGFB1	7
CTNNB1_FZD5	1
SDCBP_NRXN1	1
TNFSF13_TNFRSF13C	3
BMPR1A_SMAD7	1
BMPR1A_SMAD9	1
BMPR1A_SMAD1	5
MICB_KLRC4	1
BMPR1A_SMAD2	1
BMPR1A_SMAD3	1
BRF1_ZFP36	1
TCF4_STARD7	1
BMPR1A_SMAD4	9
BMPR1A_SMAD5	3
BMPR1A_SMAD6	1
CBR1_SETD4	1
UTP18_NOC4L	1
DLGAP1_DLC1	1
NRG1_IKZF4	1
CNGA3_GNAT2	1
NGFR_PSEN2	1
NGFR_PSEN1	2
ITGAE_ITGB2	1
CHST1_B4GALT5	1
TP53_TOPORS	6
RAB11A_RAB9A	1
TEK_WNT5A	1
CBL_CDKL2	1
TRIP10_DAAM1	1
ALB_PDHB	1
CXCL10_CX3CL1	1
RELA_KDM2A	1
AGT_MTHFR	11
NLRP2_ERAP2	1
ITGAE_ITGB7	6
TNF_LRRFIP1	1
GSK3B_NFATC1	1
HLA-DQB1_TNPO3	1
TPM4_TRIP6	1
PPP3CA_AKAP12	1
IGF1R_ROS1	1
IRS1_MT-ND3	1
UBE2E1_COIL	1
SFPQ_TOP1	1
CTSG_DIABLO	1
OR10A5_OR2AG1	1
CDK2_E2F1	7
CEBPB_RARB	1
SLC35G5_C8orf12	1
TOM1_TOLLIP	3
BSG_PPIL2	1
RAB4A_DYNLL1	1
KLF9_PGR	2
TERF1_TNKS	15
CDK2_E2F4	2
APBB1_KLC2	1
CDK2_E2F3	1
APBB1_KLC1	1
DNM2_DNM3	5
HIST1H1D_HIST2H2AA4	1
HIST1H1D_HIST2H2AA3	1
CAMK2G_PRKACA	6
LRP1_PTPN11	1
PROX1_PPARGC1A	1
CCND1_FOXO4	1
PRDM1_SPIB	1
NFKB1_RPS3	1
ATN1_DVL1	1
CCR1_CREB3	2
CCR5_IL10	11
APOBEC2_AICDA	1
TMED2_NCSTN	1
PLSCR1_STAT1	1
PLA2G4A_CERK	1
WDR5_HIST2H3A	3
GSTP1_DTNBP1	1
PARP4_DFFB	1
SNRPN_POP7	1
EFNB3_EPHB4	1
CCNB1_CHEK1	1
PARP4_DFFA	1
CCR5_IL13	1
EFNB3_EPHB3	1
ALB_CRP	6
EFNB3_EPHB1	1
CYP2E1_THY1	1
HDAC1_UHRF2	1
HDAC1_UHRF1	2
PAK1_SYNJ2	1
MAP1B_PAFAH1B1	1
UBE2N_TRIM32	1
MAPK14_FGFR1	1
PRDM1_SPI1	1
BGLAP_XRCC6	1
CASP6_UBE4A	1
BGLAP_XRCC5	1
CASP6_UBE4B	1
USP9Y_USP26	1
TPO_CD177	1
BRAF_RASSF5	1
CTDSPL_C3orf35	1
IL1R2_BACE2	1
CCR5_IL24	1
MAGEA1_MLH1	1
NR5A1_ZNF461	1
BRAF_RASSF1	5
EFNB3_EPHA4	2
EGFR_XRCC6	1
SHB_GRAP	1
IDE_INS	3
EGFR_XRCC1	1
MLC1_DAPK2	1
CHUK_CTNNB1	1
PPP2CA_TGFB1	1
AP1G1_AP3S1	1
SMAD4_MDM4	1
SMAD4_MDM2	1
INS_PTPN1	1
IKBKB_KEAP1	1
CTNNB1_APPL1	1
TAS2R38_TAS2R16	2
GSK3A_ARHGAP31	1
AP1G1_AP3S2	2
CTNNB1_APPL2	1
HIST1H2AL_HIST4H4	2
OR2A12_OR2A9P	1
GLI3_INO80B	1
FBLN2_LAMA4	1
FBLN2_LAMA5	1
FBLN2_LAMC2	1
CRMP1_DPYSL4	1
GDF5_NOG	3
MYC_TIAL1	1
CRMP1_DPYSL2	3
CRMP1_DPYSL3	2
ADAM10_TSPAN12	1
ATXN7_ATXN10	1
MICB_KLRK1	10
PTP4A1_TUBA1B	1
CDKN2A_TCF3	2
NFKB1_PVALB	1
PPP1CA_AKAP1	2
PXN_PARVA	4
TRIM71_MIR125B1	1
TRIM71_MIR125B2	1
PPP1CA_AKAP9	2
GLI1_HKR1	1
PROX1_PROM1	1
CDH2_CASK	1
RAB1A_GOLGA5	2
BLM_TOP3A	11
MYC_TIAM1	1
ACSL3_ACSL6	1
YWHAG_DISC1	1
CDK1_EXOC4	1
ACSL3_ACSL4	1
TAS2R38_TAS2R31	1
ACSL3_ACSL5	3
IL3_IL3RA	5
PECAM1_PTPN6	2
IGFBP4_TRIM32	1
BLM_TOP2A	1
FBLN2_LAMA1	2
FTO_GNPDA2	4
DUSP1_MAP3K14	1
GRM5_RGS12	1
RTKN_AGAP3	1
TNK2_MERTK	1
ARF1_F2RL1	1
GTPBP1_GTPBP2	1
SP4_CYFIP1	1
ALB_CLU	1
C1QA_FMOD	1
CYBA_FCGR3A	1
ANG_RNH1	4
LDB1_RLIM	3
CYBA_FCGR3B	2
CTNNB1_WT1	5
MT-CO1_PTGS2	1
SMAD4_MED6	1
RGL2_RAP1B	1
PSMA6_UBE3A	1
MT-CO1_PTGS1	3
CD68_EIF4A1	1
APP_TNFRSF21	1
APBB1_GSK3B	1
FBLN1_COL18A1	1
RBM5_CNOT11	1
RAB34_RILPL2	1
RAB34_RILPL1	1
DNM1_ITSN1	2
FCGR3A_SYK	1
CSF2_TGFB3	1
PAK2_WASL	1
POLD3_POLI	1
CYBA_FCGR2A	1
E2F1_CDCA4	1
L3MBTL1_ETV7	1
RAD51_DNAJA3	1
COX6B1P3_COX6B1P1	1
PHC1_HOXC8	1
PMF1_NSL1	1
E2F1_CDCA7	1
PHC1_HOXC9	1
CASP2_PLEC	1
ITGA2_VWF	4
S100A8_NPSR1	1
HLA-DRB3_TFRC	1
EZH1_PTP4A2	1
CAD_POU2F1	1
SERPINA3_CTSG	4
SMAD2_MYC	2
KDELR1_TMED2	1
GAPDH_GAPDHP1	1
MAP3K7_HGS	1
JAK1_TSHR	1
SLC2A8_SLC2A9	1
PRKCA_PTK2	1
FUT1_HSP90B1	1
COL1A2_KAT2B	1
RING1_KDM2B	1
TNF_SENP1	1
MAP2K3_TIAM1	1
SERPINA3_CTRL	1
KCNN1_NTF3	1
AP2M1_SYT1	1
GYS1_GYG2	1
CDKN1A_FOXP3	1
HIST3H3_H2AFB1	1
IL6_MT2A	1
HIST3H3_H2AFB3	1
SERPINA3_CTRC	2
HIST3H3_H2AFB2	1
NEAT1_MALAT1	1
DES_SYNM	1
CSF2_TGFB1	2
MKI67_AMACR	1
HSPA8_PGAM1	1
MYBPC3_TTN	2
LAMTOR3_WDR83	1
VEGFA_MIR20A	1
RHOA_ARPC3	1
PIK3R1_TUBG1	1
TRPC6_SNAPIN	1
RHOA_ARPC2	1
DES_SYNC	1
APOE_CALU	1
CDH1_SDC1	3
ZEB1_TGFB1	1
MAP3K10_HNRNPUL1	1
GSK3B_PDX1	1
DMD_NOS1	2
IL6_MT1A	1
ACTN1_GSN	1
FTL_IREB2	1
SUMO2P1_HCG4P11	1
IL1R2_BACE1	1
NCOA3_NR1D1	1
DLK1_RTL1	2
KDR_THBS1	3
ALB_CD4	1
SMAD3_TSC22D1	1
LYPLA1_PLA2G15	1
GCA_ALG2	1
NFKBIA_NKIRAS1	1
CDKN1A_FOXO1	1
NFKBIA_NKIRAS2	1
RAD51_UBE2I	2
CDKN1A_FOXO4	1
KIT_VEGFA	1
CDKN1A_FOXO3	1
SRRT_UFSP1	1
CDK6_RB1	9
HSP90AA1_STAT3	2
COL1A2_CST3	1
HSP90AA1_STAT1	1
CSRP2_TIMP1	1
CDH15_CDH18	1
UGT1A8_UGT1A9	13
DHX34_KDELR1	1
CSDE1_PABPC1	3
ATP4B_VAPB	1
RAD51_TGFB1	2
CFL1_SSH3	2
PRKCA_PTEN	1
CFL1_SSH1	9
KMT2A_NFKB2	1
HLA-DRB1_TAP1	10
HLA-DRB1_TAP2	11
CFL1_SSH2	2
MS4A2_IL4	7
GTF2H2_NAIP	2
UGT1A8_UGT1A1	10
UGT1A8_UGT1A4	6
CD68_STOM	1
UGT1A8_UGT1A3	7
UGT1A8_UGT1A6	4
UGT1A8_UGT1A5	3
UGT1A8_UGT1A7	4
DNM2_SH3GL2	1
ANXA7_PRKCB	1
PIBF1_BORA	1
ANXA7_PRKCA	1
MYCL_MYCLP1	4
ANXA7_PRKCG	1
VCAM1_HDAC4	1
CYP1B1_GJA1	1
MARK1_STK11	1
VCAM1_HDAC3	1
BMPR2_MIR21	1
MGMT_MPO	1
TLN1_WASF2	1
PAX6_POU5F1	2
KCNN3_PITX2	1
RAPGEF1_HRAS	1
ARRB2_TPH2	1
RAB26_BHLHA15	1
PVRL1_PVRL4	4
APP_AGRN	1
GABARAPL1_ATG4D	1
PVRL1_PVRL3	6
PVRL1_PVRL2	6
AKAP5_AKAP9	1
FCGR2A_ORMDL3	1
AKAP5_AKAP8	2
DDX23_PRPF8	1
LHCGR_SRD5A2	2
CTNNB1_VWCE	1
AKAP5_AKAP3	2
AKAP5_AKAP2	1
HMGB1_PTPRZ1	1
ACTN1_GNE	1
FAS_NQO1	1
HIST1H4F_HIST2H4A	1
ING1_RBBP7	2
RB1_HINFP	1
HIST1H4F_HIST2H4B	1
HBEGF_MMP7	2
ING1_RBBP4	2
TNFAIP3_HERC2	1
NCOA3_NR1H4	1
CLTC_AP3B2	2
ERBB4_FGFR4	1
CLTC_AP3B1	2
CCL5_XCL1	1
GATA2_KDM1A	1
DCTN1_DCTN3	2
DCTN1_DCTN2	8
DCTN1_DCTN5	1
DLC1_OR52I1	1
CDKN1A_FOXH1	1
DCTN1_DCTN4	2
DCTN1_DCTN6	1
EZR_WWOX	1
IL6_TNFRSF11B	6
IL6_TNFRSF11A	3
ACTB_LMNB1	1
TLR4_ECSIT	1
GSK3B_FRAT1	3
GSK3B_FRAT2	3
AGA_RASL11A	1
DAG1_DTNA	1
HIST1H2AD_HIST1H3A	1
PILRB_SAMSN1	1
CDK9_MYBL2	1
BDNF_LEPR	1
CSNK2A1_SUB1	1
HNRNPA3_HNRNPA3P3	1
LEP_HPGDS	1
IGSF8_TMEM123	1
HIST1H2AD_HIST1H4I	1
HNRNPA3_HNRNPA3P4	1
HNRNPA3_HNRNPA3P5	1
HNRNPA3_HNRNPA3P6	1
PRKCD_GDF15	1
SMAD6_PRKCB	1
PCNA_CHTF8	1
C3_C3AR1	6
CLCN7_EFEMP1	1
KIR2DP1_KIR2DS2	1
THOC5_THOC6	4
BCL6_PIM1	1
THOC5_THOC7	5
PAPPA_CGB5	1
THOC5_THOC2	5
THOC5_THOC3	5
CDKN1A_MYC	14
CYR61_GADD45B	1
THOC5_THOC1	5
SNRPD1_LSM10	1
BAK1_HRK	1
SNRPD1_LSM11	1
TWIST1_RASSF1	2
GIMAP5_GIMAP1	2
NAPA_SCFD1	1
HSPB2_NFKBIA	1
ITGA2_VIM	1
ACTG1_FYN	1
MCM5_MCM6	6
AP1G1_AP3D1	5
MCM5_MCM7	9
AP1G1_AP3B1	1
ERCC1_PCNA	2
PIK3CG_TDGF1	1
PRPH_MTMR2	1
CDKN1A_FOXG1	1
MAP1B_MAPK8	1
JUP_MAPRE1	1
CHGB_SCG2	1
DDIT3_NFKBIZ	1
LTA_SFTPB	1
APOE_LIPA	1
APOC1_TDRD15	1
APOE_LIPC	29
APOE_LIPE	1
MDM2_MTBP	2
APOE_LIPG	1
DCN_EPYC	3
PTMA_PHB2	2
HLA-DQA1_KLRK1	1
TGFB1_CHST11	1
RB1_USP4	2
CD40_CDK6	2
BCL6_HIC1	1
CTAG1B_GAGE1	1
CSTP2_CST8	1
PHC1_HOXB7	1
TSC2_PPP1R15A	1
TNF_WNT2	1
NCOA3_NR1I2	2
DUOX1_DUOXA1	1
MAZ_MMP14	1
DUOX1_DUOXA2	1
KCNN4_BEST1	1
RHOC_CAV1	1
TRAP1_SACS	1
DMRTA1_DMRTC1B	1
ASIC2_AKAP5	1
ARF6_COIL	1
HOXA9_AFF1	1
CDC25C_HSPA1A	1
PHC1_HOXA7	1
PI4KB_PI4K2A	1
PI4KB_PI4K2B	2
TNF_B4GALT2	1
COPA_BET1	1
ETV6_IFNG	1
DAB1_MYO6	1
GIMAP5_GIMAP7	3
GIMAP5_GIMAP6	3
ATP2A2_GSK3B	1
GIMAP5_GIMAP8	3
ATP2A2_GSK3A	1
ELAVL3_RRP1	1
ACTN4_SRF	1
CEBPB_SMAD4	3
CEBPB_SMAD3	2
MTX1_THBS3	1
BNIP3_RHEB	1
BLNK_GAB3	1
NGFRAP1_VTA1	1
HNF4A_TP53	1
ARRB2_TSHR	1
CCNB1_SUMO1	1
EPB42_SPTAN1	1
CATR1_CPA4	1
CD40LG_CCL2	2
CATR1_CPA2	1
CD40LG_CCL3	1
UFD1L_NPLOC4	3
CDKN1A_SKI	1
CCL18_CCL22	1
CCL18_CCL23	1
ESR1_CUL5	1
ANPEP_TNF	1
TERC_SMG6	1
CCND3_MEF2C	1
ALB_BCHE	1
CASP2_PIDD	6
HSPA5_LMAN1L	1
ADD1_SERPINB2	1
NFKB1_SLC22A1	1
CD40LG_CCL5	1
CRP_FMOD	1
NFKB1_SLC22A2	1
CYP2E1_TYMS	1
PARP1_LMNA	1
ELF3_TBP	1
SIN3B_SUDS3	1
CDS2_CDIPT	1
UBC_SAT2	2
CCNC_TCEA2	1
PDGFRB_PRKCA	1
SFTPD_TLR4	1
SNW1_APEX2	1
P2RY1_GNG2	1
MBP_PPP1R8	1
EGFR_GBF1	1
ALOX5AP_NOS3	1
EGR1_KL	1
SALL2_OR4E2	1
CTNNA2_CTNNBIP1	1
SALL2_OR4E1	1
NOTCH1_OVOL2	1
SUMO1_ZNF146	1
UBE2D3_DTX2	1
UBE2D3_DTX3	1
NR1H2_NR0B2	1
CDH1_SIX1	1
EGR1_MIR106A	1
NFKB2_SP3	1
NFKB2_SP4	1
CASP7_SCAF11	1
FLNC_INPPL1	1
TRAF2_TNFSF18	1
PLA2G10_CRADD	1
TRAF2_TNFSF12	2
TRAF3_EDA2R	2
PTCH1_SKI	1
EPOR_PTPN11	2
AP3B1_BUB3	1
TRBV12-2_CD244	1
MAP3K14_TRAF7	1
IRAK4_NLRP3	1
FANCF_SLC17A6	1
NUP98_TPR	3
CDKN1A_SFN	6
CDX2_WNT5A	1
DYNC1H1_DNAI1	1
NME2_BCL2L10	1
HMOX1_HSP90AA1	1
KDR_YES1	1
UBXN7_ASPSCR1	1
AIF1_LTA	4
AIF1_LTB	3
CDC27_RB1	1
HK3_HPGDS	1
NPM1_PRKCDBP	1
CSNK2A1_IGF2R	1
ELF3_TIMM17A	1
DDB2_HDAC1	1
DYNC1H1_DNAH7	1
PTCH1_SMO	11
DYNC1H1_DNAH3	1
XRCC1_XRCC5	3
EXOC3_EXOC6B	1
XRCC1_XRCC4	4
XRCC1_XRCC3	112
RLN1_RLN2	16
DYNC1H1_DNAH1	2
XRCC1_XRCC2	10
RLN1_RLN3	1
MEIS2_GPR98	1
COL17A1_SLC7A2	1
NCF2_MAP2K5	1
EPO_BCL10	1
ACTA1_APOE	1
RASGRF1_RASGRF2	1
LYN_SELP	1
PCGF6_UNC13D	1
JAK2_JUN	1
CDKN1A_SET	1
EIF4E_EIF2A	1
CSK_SRC	30
CSF2_MCL1	1
EIF4E_EIF3I	1
LMNB1_PRPH	1
ALOX15_VEGFA	2
EIF4E_EIF3F	1
TRBV20OR9-2_TRBV26OR9-2	1
EIF4E_EIF3B	1
PAX2_MOK	1
EIF4E_EIF3A	2
POLH_UBB	2
SMN2_SNUPN	1
EIF4G1_RPL5	1
WNT1_WIF1	2
CSK_KCNH1	1
MS4A2_LTA	1
RASGRF1_RASGRP2	1
CD40LG_CD69	1
RAD51B_HIST2H4A	1
CYP2C9_CNTN4	1
SGCD_SGCG	7
SGCD_SGCE	1
ICOS_FOXP3	1
BMP2_ID1	1
BMP2_ID2	1
CGA_MUC16	1
RRM2_TP53	2
MSH2_MUTYH	3
HSPA1A_NCAPG	1
REL_NKRF	1
LSP1_SLC4A7	1
ETS1_IL2RA	1
VTRNA1-2_VTRNA1-1	2
GLB1_DNAJB1	1
CXCL11_GPR171	1
CETP_PECAM1	1
NFKBIB_SKP1	1
ETV4_VEGFA	1
CDKN2A_ATF2	1
PPP6R2_ANKRD28	1
DYNC1H1_DYNLRB2	1
FGF12_MAPK8IP2	2
IL16_KLRC4	1
NCSTN_APH1B	7
SPP1_ING4	1
NCSTN_APH1A	17
ACTL7A_TES	2
CDKN1A_SRC	1
PTPRK_PTPRM	1
LIPC_PCSK9	3
CD86_IL1R1	1
MSRA_TFAP2B	1
DYNC1H1_DYNLRB1	1
RAC1_TNF	2
ADRB2_IGF1R	1
EPHB4_TRIP6	1
FBLN5_TRIM41	1
CD40LG_CCR2	1
PXDN_AIFM2	1
PDCD6_MCOLN1	1
F2RL1_PDGFRB	1
CEACAM1_PROX1	1
EGFR_ARAP1	2
CD28_AP2M1	1
AMY1C_AKAP1	1
AMY1C_AKAP8	1
YY1_INO80	1
CLIC1_CLIC3	1
CLIC1_CLIC2	2
FDPS_HMGCS2	1
GNAI2_P2RY1	1
DCN_MMP7	1
CHAF1A_TNKS1BP1	1
FES_TAL1	1
CLIC1_CLIC4	4
CLIC1_CLIC5	3
CEBPB_IRF4	2
PRDX6_PRDX3	2
PRDX6_PRDX4	1
CHRNA4_HYKK	1
DCN_MMP3	1
CEBPB_IRF1	1
GTF2F2_URI1	1
FSCN1_ANGPTL4	1
RBM6_RBM5	3
FHL2_YIF1A	1
CEBPB_IRF9	1
TBP_ZDHHC17	1
BCL2L1_SLC2A1	1
MCM7_MNAT1	1
AKAP4_FSIP1	1
MYO5A_MLPH	10
RELA_SKP1	1
CDKN1A_SP3	2
GPS2_NCOR1	1
AP1G2_RABGEF1	1
VBP1_VHL	4
GPS2_NCOR2	1
RPA2_DMC1	1
CFH_ARMS2	47
CD40LG_CCNO	1
SPRR3_UBE2Q1	1
ADCY3_CAV1	1
AXIN2_RNF111	1
OR4G1P_OR4F4	1
CSGALNACT2_CSGALNACT1	2
CNOT3_TRIP10	1
SLC6A5_ANO5	1
DAPK1_PTEN	2
APP_PIK3CB	1
CLCN5_CLCN6	1
TBCE_DUSP12	1
PDGFRB_PRKG2	1
ID3_MYOD1	3
POT1_ACD	10
CCL17_VCAM1	1
AFF1_TCF3	1
RAB3A_RAB3C	1
RAB3A_RAB3B	3
RAB3A_RAB3D	2
CAV1_CLIC4	1
NOS3_TGFB1	4
JAK2_KIT	11
CAV1_CLIC3	1
FAS_FASTK	1
ORC5_GMNN	1
AIRE_SH2B3	1
SNAP25_SYNJ1	1
ENG_HIF1A	2
FOXO3_SCP2	1
SMC5_ESCO1	1
LCT_MTHFR	1
MYH9_MYOM1	1
MYH9_MYOM2	1
PARP1_NR3C1	1
RAB3A_RAB4A	1
FAS_NGFR	1
RHEB_CRTC1	1
SLC6A4_STX1A	1
HSP90B1_OS9	1
DLG1_SEMA4C	1
OR1G1_OBP2A	1
CDH2_CDH12	1
CDH2_CDH15	3
CTNNB1_CTNNBL1	1
CSK_JAK1	1
CASP7_HTT	2
EPAS1_HSP90AA1	1
CCR6_CCL5	1
POM121L8P_C4orf21	1
RAB3A_RAB5A	3
USO1_DCTN2	1
HLA-DQB1_CXCL10	1
GH1_SULT1E1	1
MTRR_PRDX2	1
MLLT10_PICALM	2
CES2_ABCG2	1
GRIA2_LGI1	1
EGFR_GAST	1
TAPBP_TDP2	1
CDK1_PAPOLA	1
TGFB1_COL18A1	1
LUM_TOX3	1
DTL_CDT1	2
RAB3A_RAB6A	3
NID2_TUBB2B	1
ITGB2_BCAP31	1
SYT7_RPH3A	1
MED1_TGS1	1
IDS_MAGEA9B	1
LOXL2_TGFB1	1
CD40LG_CD99	1
FCER2_PAX5	1
BPGM_PRKG1	1
HLA-A_PAK2	3
CRIP2_CSRP2	1
LEP_PAPPA2	1
SKP1_FBXO44	1
TP53_KLLN	1
SKP1_FBXO46	1
GCAT_F11R	1
FLI1_PATZ1	1
SRSF2_HINFP	1
IGFBP6_SEMA3B	1
MECP2_KMT2B	1
MAPK3_SH2B3	1
APOE_TFCP2	1
PSTPIP2_PSTPIP1	1
SKP1_FBXO32	1
TTC4_HAO1	1
ACTN1_EZR	3
PURA_SUB1	1
KLK3_CYP1B1	1
EGFR_PTGFR	1
UBB_FANCI	1
RAB3B_RPH3AL	1
DPP6_RDH14	1
IGLJ1_IGLL3P	2
GRN_POLR2A	1
KCNJ11_UCP2	1
MLLT1_AFF1	2
TOP1_CBX5	1
MYC_EP400	3
CIT_SPTBN4	1
MLLT1_AFF4	1
CDKN1A_AURKB	1
TIRAP_TICAM1	4
TIRAP_TICAM2	2
CDKN1A_AURKA	3
GSK3B_AURKAIP1	1
CEACAM5_EGFR	1
DLG3_ANKS1A	1
MAP3K1_NFKBIB	1
BCL2_PTEN	1
RAPGEF4-AS1_FAM198A	1
MAP3K1_NFKBIA	2
PRKAB1_EIF3I	1
ITGB1_PIK3CG	3
